tf	tg	regtype	source	evidence
yiaj	lyxk	-	[bce, gea]	weak	
yiaj	sgbe	-	[bce, gea]	weak	
yiaj	sgbh	-	[bce, gea]	weak	
yiaj	sgbu	-	[bce, gea]	weak	
yiaj	yiaj	-	[bce, gea]	weak	
yiaj	yiak	-	[bce, gea]	weak	
yiaj	yial	-	[bce, gea]	weak	
yiaj	yiam	-	[bce, gea]	weak	
yiaj	yian	-	[bce, gea]	weak	
yiaj	yiao	-	[bce, gea]	weak	
yjjq	dgcn	-	[aibscs, gea]	weak	
yjjq	flhc	-	[aibscs, gea, sm]	weak	
yjjq	flhd	-	[aibscs, gea, sm]	weak	
yjjq	gfca	-	[aibscs, gea, sm]	weak	
yjjq	ompc	-	[aibscs, gea]	weak	
yjjq	ybhl	-	[aibscs, gea]	weak	
yjjq	ycix	-	[aibscs, gea]	weak	
yjjq	yfib	-	[aibscs, gea]	weak	
yjjq	yfir	-	[aibscs, gea]	weak	
yjjq	ymia	-	[aibscs, gea]	weak	
ypdb	yhjx	+	[bpp, sm]	strong	
yqhc	dkga	+	[bpp, gea, sm]	strong	
yqhc	yqhd	+	[bpp, gea, sm]	strong	
yqji	yqjh	-	[bpp, gea, hibscs, sm]	strong	
yqji	yqji	-	[bpp, gea, hibscs, sm]	strong	
zntr	znta	+	[bpp, sm]	strong	
zrar	zrap	+	[bpp, gea, hibscs]	strong	
zrar	zrar	+	[bpp, gea, hibscs]	strong	
zrar	zras	+	[bpp, gea, hibscs]	strong	
zur	ykgm	-	[aibscs, gea, hibscs]	weak	
zur	ykgo	-	[aibscs, gea, hibscs]	weak	
zur	zint	-	[aibscs]	weak	
zur	znua	-	[bpp, gea, hibscs]	strong	
zur	znub	-	[bpp, gea, hibscs]	strong	
zur	znuc	-	[bpp, gea, hibscs]	strong	
